first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,Age,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,Rank,Value
Dorolice,Osmon,Female,46,1961-01-15,62.0,other,Financial Services,Affluent Customer,N,No,15,602 Clove Center,3046,VIC,Australia,6,810,0.5874999999999999
Meade,McReedy,Female,94,1968-11-23,54.0,Safety Technician IV,Financial Services,Affluent Customer,N,Yes,9,04153 Johnson Point,2193,NSW,Australia,10,810,0.5874999999999999
Rikki,Chaffey,Male,69,1945-06-11,77.0,Chemical Engineer,Manufacturing,Mass Customer,N,No,20,9 Spohn Way,4127,QLD,Australia,1,810,0.5874999999999999
Adria,Van den Velde,Female,39,1978-07-10,44.0,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,Yes,9,6030 Becker Plaza,2261,NSW,Australia,7,810,0.5874999999999999
Dmitri,,Male,72,1991-02-06,32.0,other,Financial Services,High Net Worth,N,Yes,15,4 Mallory Pass,3690,VIC,Australia,4,810,0.5874999999999999
Rowen,Sollas,Male,38,1960-04-23,62.0,Dental Hygienist,Health,Mass Customer,N,No,5,4 Anzinger Street,4556,QLD,Australia,8,817,0.5864999999999999
Boothe,Hayselden,Male,42,1940-05-18,82.0,Computer Systems Analyst III,Health,Mass Customer,N,Yes,17,33 Pond Point,2291,NSW,Australia,10,817,0.5864999999999999
Noak,Sleany,Male,1,1965-05-04,57.0,Budget/Accounting Analyst I,Financial Services,Affluent Customer,N,No,17,1 Roth Plaza,3121,VIC,Australia,10,817,0.5864999999999999
Callean,Wass,Male,65,1988-12-15,34.0,GIS Technical Architect,Financial Services,Affluent Customer,N,No,14,0593 Stoughton Center,3073,VIC,Australia,8,820,0.584375
Keelby,Sudlow,Male,96,1988-09-01,34.0,Marketing Assistant,Manufacturing,High Net Worth,N,No,12,8042 Cherokee Court,3163,VIC,Australia,8,820,0.584375
Rodrique,Vernon,Male,70,1978-08-06,44.0,Budget/Accounting Analyst III,Manufacturing,Affluent Customer,N,No,17,5864 Mcbride Trail,3174,VIC,Australia,8,820,0.584375
Manny,Mandy,Male,36,1977-01-28,46.0,Account Representative III,Argiculture,Mass Customer,N,No,16,6 Union Center,4280,QLD,Australia,7,820,0.584375
Becky,Lassen,Female,11,1973-05-11,49.0,Sales Associate,Financial Services,Mass Customer,N,Yes,7,41153 Pond Park,2251,NSW,Australia,8,820,0.584375
Tessa,Heakey,Female,43,1971-05-31,51.0,Senior Financial Analyst,Financial Services,Mass Customer,N,No,9,6233 Fulton Point,3337,VIC,Australia,6,820,0.584375
Renate,Whyte,Female,60,1963-12-08,59.0,Registered Nurse,Health,High Net Worth,N,Yes,15,4189 Laurel Center,2620,NSW,Australia,7,828,0.58
Toma,Woolforde,Female,67,1992-03-09,30.0,Cost Accountant,Financial Services,Mass Customer,N,Yes,5,76 Melody Avenue,2092,NSW,Australia,12,830,0.5780000000000001
Dorie,Dunleavy,Female,24,1962-05-05,60.0,Registered Nurse,Health,Affluent Customer,N,No,12,1 Mcguire Lane,3356,VIC,Australia,4,830,0.5780000000000001
Ellie,Toope,Female,29,1973-08-11,49.0,Staff Accountant III,Property,High Net Worth,N,Yes,4,8734 Fulton Hill,2156,NSW,Australia,11,832,0.5750000000000001
Leonora,Swetenham,Female,66,1967-10-05,55.0,other,IT,Mass Customer,N,Yes,10,660 Hallows Place,2026,NSW,Australia,10,832,0.5750000000000001
Teodor,Mullinder,Male,56,1962-08-26,60.0,Nuclear Power Engineer,Manufacturing,High Net Worth,N,No,11,43 Pond Junction,3216,VIC,Australia,5,832,0.5750000000000001
Jared,Fendlow,Male,79,1963-08-25,59.0,Media Manager II,Financial Services,Mass Customer,N,No,15,6195 Bellgrove Lane,4211,QLD,Australia,7,832,0.5750000000000001
Andy,Deeming,Male,79,1979-01-09,44.0,Payment Adjustment Coordinator,Manufacturing,Affluent Customer,N,Yes,7,63386 Talisman Hill,4556,QLD,Australia,8,832,0.5750000000000001
Catha,Davitt,Female,79,1958-04-16,64.0,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,843,0.5695
Melosa,McOwan,Female,25,2001-04-17,21.0,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,843,0.5695
Maris,Leete,Female,21,1973-04-14,49.0,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,845,0.5631250000000001
Wilburt,Padden,Male,22,1994-09-30,28.0,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,845,0.5631250000000001
Guilbert,Bearns,Male,42,1982-10-29,40.0,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,845,0.5631250000000001
Meridith,Urwin,Female,62,1997-03-07,25.0,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,845,0.5631250000000001
Leeland,,Male,66,1957-01-24,66.0,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,845,0.5631250000000001
Gerta,Porrett,Female,46,1959-11-13,63.0,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,851,0.5625
Karrah,Howell,Female,63,1956-11-07,66.0,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,851,0.5625
Alick,Baise,Male,62,1998-08-16,24.0,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,851,0.5625
Casandra,Betteridge,Female,29,1942-09-10,80.0,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,854,0.561
Maurine,Clee,Female,45,1980-09-13,42.0,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,854,0.561
Darwin,Bumpas,Male,24,1978-12-27,44.0,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,856,0.56
Hayes,Daveren,Male,32,1953-03-27,69.0,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,856,0.56
Piper,Issacov,Female,67,1939-11-08,83.0,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,856,0.56
Markus,Pendrey,Male,88,1959-08-01,63.0,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,859,0.5578124999999999
Sile,Zappel,Female,47,1958-03-29,64.0,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,859,0.5578124999999999
Craggy,Happel,Male,37,1979-02-10,44.0,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,859,0.5578124999999999
Egor,Mariette,Male,42,1980-11-26,42.0,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,862,0.5525
Reinald,Bembrigg,Male,54,1953-08-21,69.0,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,862,0.5525
Kissie,Line,Female,2,2000-05-20,22.0,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,862,0.5525
Quentin,Gerleit,Female,32,1990-09-15,32.0,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,865,0.55
Karoly,Burgoine,Male,57,1947-04-06,75.0,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,865,0.55
Clarine,Piecha,Female,99,1964-12-07,58.0,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,865,0.55
Clemmie,Bartoszewicz,Female,87,1958-07-28,64.0,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,865,0.55
Randall,Mason,Male,95,1974-07-28,48.0,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,870,0.544
Donica,Humby,Female,47,1967-06-01,55.0,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,871,0.541875
Lotty,Loach,Female,76,1961-08-23,61.0,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,871,0.541875
Marie-jeanne,Breawood,Female,37,1953-10-12,69.0,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,871,0.541875
Babara,Sissel,Female,50,1974-06-08,48.0,other,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,871,0.541875
Rodolphe,Glenton,Male,88,1974-09-28,48.0,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,871,0.541875
Thorvald,Duckerin,Male,58,1995-10-20,27.0,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,871,0.541875
Paulina,Iannuzzelli,Female,57,1956-03-08,66.0,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,877,0.54
Ricki,Padefield,Male,43,1948-08-03,74.0,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,877,0.54
Lizette,McKeaveney,Female,30,1994-04-11,28.0,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,879,0.5375
Jeno,Strafford,Male,67,1941-07-21,81.0,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,879,0.5375
Brigg,Himsworth,Male,63,1973-10-10,49.0,other,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,882,0.5355
Raleigh,Pont,Male,48,1964-11-02,58.0,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,883,0.53125
Zachariah,Meininking,Male,40,1938-06-09,84.0,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,883,0.53125
Lesley,Garey,Male,52,1994-03-29,28.0,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,883,0.53125
Adriena,Giffin,Female,27,1957-03-17,65.0,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,888,0.525
Antoinette,,Female,72,1980-07-28,42.0,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,888,0.525
Carr,Hopkynson,Male,64,1971-10-18,51.0,other,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,888,0.525
Shay,Briand,Male,57,1956-10-05,66.0,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,888,0.525
Karney,Burstow,Male,51,1972-07-02,50.0,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,888,0.525
Latrena,Yetts,Female,11,1999-06-18,23.0,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,893,0.520625
Kelcie,Kingaby,Female,54,2000-03-24,22.0,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,893,0.520625
Fabio,Commuzzo,Male,5,1961-10-02,61.0,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,896,0.52
Heall,Andrioli,Male,46,1941-06-17,81.0,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,896,0.52
Rickert,Brasted,Male,47,1959-09-18,63.0,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,898,0.5125
Hedwig,Jayme,Female,38,1952-08-21,70.0,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,899,0.51
Penrod,Tomasicchio,Male,5,1968-05-28,54.0,other,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,899,0.51
Andriana,Gosnoll,Female,53,1964-05-19,58.0,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,899,0.51
Nilson,Wiggam,Male,48,1996-02-15,27.0,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,903,0.5015
Denny,Spleving,Female,84,1973-05-13,49.0,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,904,0.5
Olia,O' Mullan,Female,77,1973-03-24,49.0,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,904,0.5
Shaw,MacEvilly,Male,10,2000-05-06,22.0,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,904,0.5
Brook,Eade,Female,65,1957-11-17,65.0,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,904,0.5
Aleece,Feige,Female,49,1975-09-16,47.0,other,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,904,0.5
Dolorita,Strutton,Female,7,1991-05-21,31.0,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,904,0.5
Harman,A'field,Male,39,1960-12-27,62.0,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,913,0.4993749999999999
Ilise,Clissold,Female,58,1987-11-16,35.0,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,913,0.4993749999999999
Julita,Prene,Female,14,1979-05-16,43.0,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,913,0.4993749999999999
Ashlen,Willbond,Female,64,1984-05-15,38.0,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,913,0.4993749999999999
Keely,Bointon,Female,71,1988-10-16,34.0,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,913,0.4993749999999999
Poul,Gaskin,Male,78,1950-06-15,72.0,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,920,0.4929999999999999
Rubia,Evetts,Female,59,1990-12-21,32.0,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,921,0.49
Francklin,Cross,Male,51,1981-04-06,41.0,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,921,0.49
Wilone,Champley,Female,22,1983-11-06,39.0,other,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,924,0.48875
Lezlie,Clemits,Female,2,1973-05-30,49.0,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,924,0.48875
Kathe,Oller,Female,47,1959-08-20,63.0,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,926,0.4844999999999999
Dulce,Bradwell,Female,61,1957-07-03,65.0,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,926,0.4844999999999999
Felice,Dechelette,Male,75,1998-02-05,25.0,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,928,0.48
Joane,Caldes,Female,84,1978-03-17,44.0,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,928,0.48
Diane,Furman,Female,67,1993-08-11,29.0,other,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,930,0.478125
Ogdan,Blenkinship,Male,65,1951-01-18,72.0,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,930,0.478125
Kizzee,Agget,Female,98,1976-07-25,46.0,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,930,0.478125
Stephi,Highton,Female,30,1987-09-09,35.0,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,930,0.478125
Martino,Scoles,Male,18,1975-01-19,48.0,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,930,0.478125
Morgen,Newport,Female,5,1960-08-31,62.0,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,930,0.478125
Eugenie,Brinson,Female,79,1963-08-10,59.0,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,936,0.476
Reinold,Natt,Male,16,1964-08-23,58.0,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,937,0.47
Jo,Roberts,Female,41,1945-10-31,77.0,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,937,0.47
Jacklin,Duchant,Female,77,1940-03-18,82.0,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,939,0.4675
Colas,Gabbitas,Male,98,1946-09-09,76.0,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,939,0.4675
Claudetta,Ricciardiello,Female,61,1974-04-30,48.0,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,939,0.4675
Cicily,Hast,Female,63,1971-04-26,51.0,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,939,0.4675
Harland,Messenger,Male,90,1974-05-28,48.0,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,944,0.46
Sim,Constantinou,Male,91,1992-08-09,30.0,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,944,0.46
Shanon,Rolfe,Female,63,1941-08-19,81.0,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,944,0.46
Chryste,Oddboy,Female,44,1988-08-22,34.0,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,947,0.459
Edin,Patinkin,Female,35,1992-03-26,30.0,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,948,0.456875
Nolly,Ivanchikov,Male,13,1994-02-10,29.0,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,948,0.456875
Michele,Pammenter,Male,23,1983-06-26,39.0,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,948,0.456875
Philbert,Bangs,Male,67,1966-03-03,56.0,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,951,0.4505
Candy,,Female,23,1977-12-08,45.0,other,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,951,0.4505
Noami,Cokly,Female,74,1962-09-17,60.0,other,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,954,0.45
Maximilien,Bourget,Male,12,1969-04-29,53.0,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,956,0.44625
Benedikta,Naptin,Female,59,1995-08-13,27.0,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,956,0.44625
Afton,Andrassy,Female,78,1998-10-14,24.0,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,956,0.44625
Sonia,Dunstall,Female,0,1975-07-30,47.0,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,960,0.442
Benedikt,Adamou,Male,15,1987-01-15,36.0,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,960,0.442
Don,Spratling,Male,82,1969-01-05,54.0,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,963,0.44
Moll,Ogilby,Female,25,1980-12-19,42.0,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,963,0.44
Jammie,Seldner,Female,42,1975-02-25,48.0,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,963,0.44
Inglis,Pickaver,Male,33,1994-06-25,28.0,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,963,0.44
Clarabelle,Broschek,Female,6,1963-08-25,59.0,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,967,0.4356249999999999
Tillie,Bisseker,Female,74,1960-08-10,62.0,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,967,0.4356249999999999
Irving,Babcock,Male,60,1986-01-17,37.0,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,967,0.4356249999999999
Evered,Gludor,Male,3,1951-04-30,71.0,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,967,0.4356249999999999
Mavra,Finan,Female,30,1967-08-23,55.0,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,967,0.4356249999999999
Ellwood,Budden,Male,82,1998-06-03,24.0,other,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,972,0.43
Alex,Patshull,Female,37,1966-01-02,57.0,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,974,0.425
Aundrea,Outridge,Female,77,2001-01-24,22.0,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,974,0.425
Esme,Pilipets,Male,15,1967-05-06,55.0,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,977,0.42
Beverly,Domnick,Female,56,1938-12-10,84.0,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,977,0.42
Artemis,Swanson,Male,77,1977-02-12,46.0,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,979,0.4165
Daryle,Marginson,Male,93,1986-06-27,36.0,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,979,0.4165
Leona,Shorrock,Female,83,1951-08-23,71.0,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,979,0.4165
Bertrando,Carass,Male,45,1956-06-25,66.0,Sales Associate,Property,Mass Customer,N,No,8,1 Quincy Road,2565,NSW,Australia,5,983,0.41
Lauralee,Fudge,Female,83,1987-09-21,35.0,Research Nurse,Health,Mass Customer,N,No,15,9460 Monument Park,3277,VIC,Australia,4,985,0.408
Consalve,Ballay,Male,41,1959-09-18,63.0,Web Developer I,IT,Mass Customer,N,Yes,7,72 Village Terrace,2250,NSW,Australia,8,987,0.4
Lolly,Prewer,Female,44,1997-10-23,25.0,Geologist I,Health,Mass Customer,N,No,15,694 Coolidge Center,2620,NSW,Australia,7,988,0.3995
Vyky,Pegg,Female,64,1943-03-15,79.0,Quality Control Specialist,Manufacturing,Mass Customer,N,Yes,11,31854 Anniversary Terrace,2322,NSW,Australia,7,988,0.3995
Kellen,Pawelski,Female,83,1945-07-26,77.0,other,Manufacturing,High Net Worth,N,Yes,11,125 Manufacturers Parkway,2193,NSW,Australia,8,988,0.3995
Jermaine,Bagshawe,Female,60,1954-05-14,68.0,Help Desk Operator,Property,Mass Customer,N,Yes,9,260 Briar Crest Drive,4209,QLD,Australia,6,988,0.3995
Bryan,Jachtym,Male,59,1974-05-15,48.0,Automation Specialist I,Manufacturing,Mass Customer,N,Yes,15,56 Moland Crossing,3356,VIC,Australia,3,988,0.3995
Renie,Laundon,Female,32,1973-12-18,49.0,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,8,1 Shelley Pass,4118,QLD,Australia,3,993,0.391
Weidar,Etheridge,Male,38,1959-07-13,63.0,Compensation Analyst,Financial Services,Mass Customer,N,Yes,6,0535 Jay Point,2422,NSW,Australia,4,994,0.3825
Datha,Fishburn,Female,15,1990-07-02,32.0,Office Assistant IV,Retail,Mass Customer,N,No,3,6 Caliangt Way,3079,VIC,Australia,12,994,0.3825
Ferdinand,Romanetti,Male,60,1959-10-07,63.0,Paralegal,Financial Services,Affluent Customer,N,No,9,2 Sloan Way,2200,NSW,Australia,7,996,0.374
Burk,Wortley,Male,22,2001-10-17,21.0,Senior Sales Associate,Health,Mass Customer,N,No,6,04 Union Crossing,2196,NSW,Australia,10,997,0.357
Melloney,Temby,Female,17,1954-10-05,68.0,Budget/Accounting Analyst IV,Financial Services,Affluent Customer,N,Yes,15,33475 Fair Oaks Junction,4702,QLD,Australia,2,997,0.357
Dickie,Cubbini,Male,30,1952-12-17,70.0,Financial Advisor,Financial Services,Mass Customer,N,Yes,19,57666 Victoria Way,4215,QLD,Australia,2,997,0.357
Sylas,Duffill,Male,56,1955-10-02,67.0,Staff Accountant IV,Property,Mass Customer,N,Yes,14,21875 Grover Drive,2010,NSW,Australia,9,1000,0.34
